target,mean,lo,hi
3.4096432,3.7038405,3.1837416,4.353968
3.3252678,2.824747,2.4411924,3.3661337
1.5127245,2.9710257,2.5856388,3.498496
4.1425753,4.3951173,3.9913237,4.939081
3.622524,3.7321794,3.1381693,4.193937
3.1475217,3.3666217,2.950061,3.7870488
3.219804,3.3760903,2.8231711,3.8990633
3.5420654,3.3250847,2.8789876,3.9973788
3.5574832,3.3974698,2.9783707,3.9201062
3.403518,2.8600578,2.3271892,3.443001
3.0563533,3.0675764,2.5450182,3.5578327
3.079385,2.5192726,2.1043909,3.0335581
3.361422,2.3877852,1.8965518,2.855592
1.5981737,1.8931216,1.3850113,2.695904
1.3614988,1.9672922,1.4167082,2.4990642
2.1096501,2.2803712,1.6887048,2.793818
2.7524824,3.0554795,2.671684,3.7778044
2.5992148,2.789688,2.1015847,3.3190396
2.7280335,2.3232732,1.7721379,2.7790127
2.2795513,2.0570228,1.477411,2.6070588
2.6383126,2.9475513,2.4490495,3.5850878
2.4681034,2.3047762,1.8483478,2.7372935
2.4565477,2.2441647,1.7179008,2.7389429
2.6585703,2.3526857,1.7884694,2.8173714
2.6116292,2.135989,1.7335784,2.6356535
2.1143343,1.9469023,1.4203848,2.5378995
1.8274016,1.9763883,1.5544121,2.3771534
1.7075588,2.0603456,1.4289149,2.6303227
2.059561,1.9901091,1.3849229,2.4442935
1.3680314,2.0259209,1.6548667,2.4452345
2.1715596,2.2327383,1.664694,2.7102652
1.6423765,2.0467582,1.5419773,2.5447397
1.5365185,2.0737607,1.5933536,2.8786395
2.310779,2.4998162,1.978026,2.9580684
2.4429023,2.2410977,1.7542766,2.7422543
2.216168,2.0250194,1.540601,2.4940677
1.9076934,1.6236517,1.1999868,2.0928495
1.6334151,1.7658389,1.2274878,2.384621
4.114791,3.1223793,2.6691344,3.6901596
2.878277,3.1375377,2.7180114,3.6747737
2.3863735,2.5664296,2.0168455,3.0209808
2.4540784,2.4462583,1.8428024,3.0489104
2.5176497,2.4815416,1.9851581,2.9512603
2.4758554,2.3806515,1.8639104,3.0663676
2.5480433,2.269193,1.5833457,3.0221753
2.3713171,2.105386,1.4894241,2.559081
2.0663157,2.1789048,1.724023,2.6989462
3.491698,2.8769572,2.3070302,3.3507912
2.042506,2.3074236,1.7262632,2.8204799
2.2341616,2.2380838,1.6944761,2.703129
2.32012,2.3024406,1.8384717,2.775129
2.4111311,2.3676069,1.8630893,2.8102543
2.4202912,2.3272796,1.8109558,2.8612409
2.197209,2.1492844,1.6158034,2.6734846
2.0611699,2.2850113,1.7487305,2.8022346
2.077846,1.8408759,1.157443,2.643234
2.2462516,2.1781452,1.705986,2.6735566
2.8987331,2.9348066,2.3555377,3.3489249
2.3099258,2.477609,1.9503279,3.044061
1.9485548,1.799752,1.2169986,2.2973804
1.6996185,1.3047951,0.88028896,1.824644
1.4964525,1.3672427,0.92453766,1.8202996
2.111631,2.3469212,2.0137599,3.0026426
1.8937336,2.032622,1.368369,2.5245829
1.9673741,1.8692303,1.3564239,2.519659
1.9024806,1.6363981,1.136171,2.1276197
1.94698,1.631436,1.1332564,2.1216552
1.6747433,1.3573357,0.7614431,1.8694243
1.3793193,1.4477974,0.89350873,2.1249876
1.1507777,1.4847409,0.91207933,1.9247547
1.9773427,2.070181,1.3769526,2.7500765
1.5876698,1.7279427,1.2580054,2.1323686
1.4260828,1.8222705,1.2510929,2.498447
2.8529809,2.796768,2.2636864,3.333287
2.2160258,2.556399,1.9229748,3.1127527
1.8574474,1.6830704,1.0767913,2.2629592
2.7939184,2.9235148,2.4671004,3.4319289
2.0357533,2.317038,1.746314,2.8793707
2.091547,2.0839813,1.4993901,2.66695
2.131316,2.139173,1.4474272,2.5820398
1.7612331,2.0220804,1.5186459,2.654598
1.7150127,1.864335,1.3611411,2.4663355
1.7424865,1.938018,1.4303093,2.419146
3.4039261,3.2879713,2.8171294,3.829745
2.5604854,2.7511196,2.176705,3.2979136
2.1755292,2.7238014,2.2497945,3.1797025
4.158234,3.7610853,3.288071,4.392072
3.2632291,3.4748008,3.0056741,3.990156
3.6210282,3.169871,2.4749053,3.832388
2.4809754,2.4357476,1.7556704,3.0428734
2.3216782,2.5022686,1.9214963,3.077876
3.5975852,3.2009654,2.6674135,3.7478204
3.0842323,2.6577234,2.1143878,3.1413267
2.6361454,2.7771246,2.0675218,3.4837925
3.4275947,3.0584495,2.5635746,3.7396674
2.6657047,2.6930616,2.1171026,3.1532297
2.4333088,2.8811383,2.230988,3.4086142
2.6281018,3.0933242,2.7038085,3.6921191
2.3378248,2.6899176,2.2104273,3.1380591
2.2395017,2.630464,2.2744093,2.9345698
4.1830087,4.1533313,3.6376855,4.6868577
3.728694,3.8082466,3.3132536,4.324002
3.588858,3.9074423,3.2946799,4.437869
3.5632463,3.3596373,2.6827457,3.93949
3.2069602,2.83723,2.423588,3.3323512
2.4620626,2.171723,1.6104562,2.7422304
2.3393312,2.3699577,1.93381,2.9689004
3.7082758,3.8048275,3.3163822,4.2877846
2.3019764,3.3571413,2.7439213,3.940728
2.6214092,2.9798417,2.570597,3.3135026
3.1574101,2.9918308,2.4946263,3.4544563
3.357375,2.7551303,2.0547297,3.2353914
2.546132,2.5366058,1.979106,3.1645749
2.422905,2.5813282,2.1994617,2.9585128
2.170093,2.7621174,2.1163118,3.3361568
2.3973672,2.5941012,2.0873218,3.0095208
2.5552986,2.6794841,2.1396575,3.169382
2.7342668,2.6879582,1.9664046,3.1399283
2.284765,2.3913689,2.0043821,2.7617486
2.223341,2.4181032,1.9366634,2.7876625
2.1076024,2.2388337,1.6836551,2.764603
2.6165645,3.1499226,2.5416107,3.8090792
2.1639636,2.6973548,2.1159098,3.1553779
2.0591898,2.6516252,2.1607363,3.1900973
4.0785236,4.360373,3.775859,4.8575287
3.7381516,3.8667223,3.222628,4.443264
3.5901206,3.43954,2.7728527,4.062891
3.3439825,3.0328622,2.51964,3.4707885
2.353407,2.3392618,1.8692509,3.0161822
2.1693757,2.3449488,1.736097,2.8791885
4.5585985,3.8300707,3.3006337,4.310199
3.8168113,3.9282715,3.4682376,4.360791
2.2182286,3.4746006,2.7969644,3.9261372
2.6682937,3.064025,2.5887043,3.6166048
3.3141541,3.0942297,2.584879,3.5504458
3.1591702,2.7481794,2.2578635,3.1990838
2.4672081,2.4796464,1.7751344,3.1513062
2.3037567,2.392552,1.892757,2.8055644
3.8257692,3.3324022,2.8954093,3.7912683
2.1195562,2.792198,2.1874645,3.3606617
2.2993999,2.4793866,2.1178527,2.9298847
2.6566482,2.675876,2.1875558,3.1616426
2.5276873,2.6791828,2.0144079,3.1667645
2.6418197,2.5991712,2.0650449,3.2421453
2.560075,2.390021,1.8892013,2.9236205
1.9755048,2.4309072,1.8333032,3.0708966
1.9374506,2.1686482,1.6783766,2.7442586
3.0556324,3.0605612,2.508306,3.654132
2.42387,2.767419,2.2774456,3.2503076
2.2998402,2.8708522,2.3333893,3.4339683
3.874398,3.9561462,3.4346993,4.640711
3.4807925,3.4935424,3.0747654,3.989622
3.5573616,3.5827131,3.0671704,4.0024776
3.6821413,3.2720802,2.8581731,3.7786465
3.548844,2.9838102,2.497836,3.4264054
2.5484197,2.5818043,2.1408277,3.2121503
2.554511,2.5383244,1.8362409,3.0976155
4.534952,3.7610848,3.353933,4.293167
3.3434246,3.9879267,3.3150833,4.4397683
2.4023912,3.2961085,2.8409743,3.873388
2.744226,2.9538326,2.4516098,3.5385218
3.4656224,3.1009665,2.4577386,3.7361069
3.6451104,3.1525307,2.6451406,3.7284112
2.9160044,2.9239497,2.499231,3.4856715
2.8240347,2.790963,2.4096189,3.3427405
3.8592947,3.5183365,2.8470032,4.2347994
2.0898976,2.9352994,2.1653235,3.4645126
2.53038,2.6364036,2.0801368,3.1371732
2.9297223,2.7734652,2.260069,3.4106638
2.9248714,2.9660344,2.3882482,3.6562638
3.0463588,2.943852,2.504473,3.5576746
2.623333,2.7657013,2.3526795,3.2300687
2.33088,2.9193647,2.3256009,3.4166477
2.1712582,2.5610697,2.1338248,3.1109176
2.7040212,3.0457785,2.5881724,3.5003011
2.5019016,2.6703653,2.094498,3.4401681
2.1608822,2.4419057,1.7393613,3.237617
1.9933927,2.617557,1.9551215,3.1338174
3.331243,3.2886455,2.80366,3.7725976
3.236784,2.8938255,2.3470714,3.5087492
3.130015,3.0228012,2.4629588,3.7211916
3.2750766,2.8019047,2.4027035,3.2439167
2.99865,2.5347757,2.1254337,2.94423
2.1971614,2.1823924,1.6397984,2.6898339
2.1056037,2.1637812,1.5902823,2.7453787
3.1187847,3.4568589,2.855462,3.9813662
2.133258,2.924761,2.25052,3.486886
2.5457232,2.7115173,2.1374865,3.3448534
3.1305044,2.6115193,2.1424332,3.1042192
3.3848414,2.7733793,2.4238894,3.308372
3.4070852,2.790018,2.083682,3.3405874
2.754787,2.5562139,1.9992579,3.1026633
2.4433608,2.600144,2.0888612,3.0592136
1.8270955,2.7056503,2.1296847,3.1377923
2.4009852,2.513625,2.1518638,3.0076575
2.954545,2.5418756,1.7742757,3.0226245
2.8212042,2.5971396,2.082792,3.048582
2.8202922,2.671064,1.9806592,3.1490319
2.6669207,2.6404188,2.13521,3.132625
2.6495407,2.7556765,2.2621439,3.3157928
2.2319849,2.3490293,1.9555161,2.9379883
2.7221067,3.064912,2.435307,3.4715557
2.5861914,3.0297916,2.6004019,3.726077
2.1498315,3.099992,2.4891052,3.6479545
3.2470605,3.0332038,2.556904,3.5976517
3.0417995,3.0273662,2.4503293,3.5028121
3.2568302,2.6945627,2.0882394,3.224191
2.687861,2.8552907,2.3742545,3.4267821
2.496387,2.685566,2.0873284,3.3899891
2.1893675,2.283167,1.7507701,2.6944606
2.0024133,2.436666,1.9558303,3.0999904
3.478569,3.9374511,3.3839433,4.516553
3.615979,3.4582598,3.022839,3.7605147
3.6094255,3.4598217,2.9482453,3.8869421
2.6394627,2.7935116,2.050787,3.3983204
2.5832818,2.4863389,2.002663,3.0700023
2.056518,1.9334043,1.4346714,2.4556386
1.8231021,1.9359128,1.3248907,2.404415
4.510775,4.119312,3.5812016,4.632015
3.905758,4.098747,3.5727441,4.668883
3.3568747,3.606992,2.8950932,4.2243767
3.360165,3.1669848,2.574638,3.7669778
3.9554968,3.2273154,2.5571964,3.7100692
2.960836,2.9063368,2.339129,3.355004
3.3093376,2.8507018,2.377882,3.413675
2.398439,2.5407875,1.8518115,3.1604037
1.8037632,2.6508443,2.1648939,3.0757644
2.3944561,3.7482631,3.2530808,4.279738
2.0923183,3.245492,2.750621,3.6393683
2.3201923,2.8674433,2.4208186,3.3319104
4.0391545,3.0274816,2.5494478,3.51421
3.7875214,2.970085,2.3297346,3.5597045
3.1721585,2.9743161,2.4528637,3.459967
2.558387,2.539938,2.0367446,3.025777
2.1471672,2.6058865,2.1538417,3.0200827
1.8123294,2.2122886,1.554665,2.8402584
2.739971,2.9996433,2.4011085,3.6392462
2.5189505,2.6316385,2.1029892,3.1293447
2.320514,2.6920187,2.348437,3.1606205
4.191729,3.973515,3.4371486,4.6679773
3.5788324,3.4270678,2.978338,3.8723316
2.91848,3.0635488,2.4238887,3.6301658
2.863397,2.7784402,2.2248545,3.3859186
2.6189651,2.2323825,1.6598433,2.7914724
2.6211083,2.234748,1.6888754,2.7114522
4.5033274,3.6923254,3.2797189,4.100187
4.017166,3.8567173,3.0054257,4.483745
2.9889796,3.2573433,2.8040786,3.816454
2.2549403,2.9370768,2.4200413,3.415688
2.3945322,2.9635518,2.4908636,3.3641088
3.3765244,2.9254966,2.3274426,3.5224183
3.3173125,2.570705,2.0258062,3.1104207
2.5985677,2.6294384,2.0979564,3.277236
4.4483047,3.3794234,2.6086645,3.8771203
3.0461805,2.9289937,2.3432362,3.4417899
2.5510445,2.5569985,2.08204,3.0762708
2.1807365,2.698769,2.2928553,3.0623379
2.6906085,2.689603,2.3287842,3.0209234
3.0507765,2.9355443,2.289315,3.4474015
3.2732186,2.5797458,2.058964,2.9725978
2.5833294,2.7571507,2.3849924,3.1420293
1.9737914,2.3072548,1.7359105,2.878435
2.58048,2.9454176,2.4281976,3.4675996
2.475771,2.743914,2.226516,3.2563984
2.2783275,2.6935422,2.2480083,3.2513964
3.9153867,3.5609584,3.1400998,4.0741296
2.9884982,3.069455,2.5887878,3.5735264
2.8982494,3.0355887,2.5266,3.4793398
2.5779934,2.9100194,2.398697,3.579133
2.5875294,2.591583,2.0777915,3.070645
4.618626,3.6095364,3.0282118,4.2294006
3.9642332,3.7263842,3.0554276,4.3569326
2.7065296,2.9259148,2.34632,3.4140072
2.1943126,2.7258697,2.241257,3.2545877
2.146383,2.785061,2.2063062,3.246637
2.4981575,2.7379906,2.1706755,3.1893175
2.8537385,2.6487541,2.0739596,3.1686313
2.4476726,2.6034508,2.0202384,3.185516
2.4205751,2.6914866,2.2309875,3.3863525
2.2098732,2.3790264,1.877886,3.0657547
2.073443,2.347133,2.0296574,2.8014812
2.3274572,2.5489762,1.9150462,2.999628
2.7612438,2.7059205,2.0588865,3.3431375
2.9773645,2.4218636,1.7784655,2.9637015
2.4201603,2.562893,1.9344627,3.2254226
2.035672,2.2096777,1.6525905,2.7638862
3.492553,3.531711,2.7787726,4.1854267
3.3801563,3.0962925,2.536109,3.6934457
3.6039295,3.2709892,2.747772,3.8339279
3.7986507,3.8646846,3.3108287,4.486368
3.0653436,3.390856,2.7583323,4.0216637
3.1294718,2.8310966,2.351607,3.5104654
2.8503313,2.7642987,2.3684323,3.3623562
4.3298535,3.5904896,3.0827656,4.069158
3.2407875,3.5446417,3.1029835,3.9625006
2.447833,3.0470939,2.424964,3.6362453
2.9541533,2.6307,2.262502,3.105951
2.928253,2.915296,2.2325985,3.6577997
2.8692434,2.823049,2.3811266,3.282545
2.6077394,2.684799,2.2197163,3.0051591
2.3980987,2.9826224,2.3665304,3.6140058
2.0385392,2.4766312,1.769458,2.9907627
2.2263665,2.229908,1.5570731,2.8237588
2.4181285,2.3201864,1.9725864,2.820872
2.5052342,2.5757987,1.8558362,3.0918262
2.5840495,2.543871,2.1573415,3.068436
2.52283,2.6226776,2.0862975,3.1314352
2.3001862,2.6375287,2.2433689,3.1752415
2.1739511,2.579598,2.0483947,3.1258476
3.330653,3.3814287,2.9202545,3.7975147
3.5294712,3.1937473,2.6702483,3.832998
3.5637338,3.267107,2.7117987,3.7716773
3.9061623,3.8690085,3.28963,4.4025545
3.4294145,3.5249362,3.0455275,4.0430555
2.6535122,3.3357117,2.8785021,3.699017
2.9812553,3.226853,2.7792642,3.6932046
3.2194853,2.786253,2.3298635,3.5163362
2.7204876,2.9162917,2.3840356,3.444077
3.789022,3.2788486,2.6254058,3.864435
2.57422,3.1878548,2.6815927,3.6241627
2.1360533,2.7150788,2.135771,3.2307134
2.4738212,2.575462,2.1442685,3.0823627
2.9016325,2.4958882,2.0362644,3.0332253
2.7268794,2.6178412,2.0968096,3.1243918
2.689681,2.7591121,2.302929,3.3560812
2.465994,2.7210734,2.213998,3.247363
3.2956705,2.7872684,2.2027678,3.3260605
1.8980167,2.329485,1.7075026,2.9765341
2.0739722,2.2004642,1.7115957,2.6065795
2.261604,2.2133794,1.7619449,2.658799
2.4919896,2.3082619,1.7509563,2.9255393
2.714114,2.6363266,2.1309173,3.230319
2.7516541,2.555154,2.0128086,3.080719
2.5080311,2.6705976,2.1290655,3.2561512
2.1883013,2.572571,2.0634706,3.056944
2.71783,2.3234723,1.8699601,2.9150236
2.6254282,2.2570238,1.705034,2.7293482
2.4827938,2.562547,2.0471897,3.2088773
3.0510695,2.5677948,2.0614846,3.1859255
2.4124222,2.489231,2.002583,2.9981062
2.3833938,2.10163,1.3576294,2.4908457
2.1469238,2.1787548,1.7278811,2.7140393
1.5099757,1.9660603,1.426973,2.5008845
2.0171044,2.1017826,1.5072458,2.6554577
2.1263123,2.1565905,1.5707549,2.8908515
1.9954071,1.9286368,1.2301008,2.4607363
2.1692312,2.015872,1.3297738,2.482049
2.2111278,2.1055818,1.5134114,2.7422023
2.1484299,2.0486345,1.371861,2.4846396
2.0575402,1.9421774,1.4684187,2.4816446
1.8256803,2.2287357,1.7127329,2.6241784
1.7926356,2.0554855,1.5723683,2.7336898
1.9734336,2.197926,1.7289851,2.6801946
3.322193,3.0359256,2.6103837,3.546612
2.300944,2.5331845,2.0449326,3.015006
1.8489876,2.1879659,1.7637383,2.5234787
1.7149463,1.956902,1.4731103,2.5246954
1.8032299,1.4728507,0.9130478,2.1390858
1.8598912,1.6088281,1.2322459,2.1955607
2.056642,2.4947977,1.9386125,3.1008794
2.0407112,2.233437,1.6162945,2.6598797
2.0669477,2.310977,1.810085,2.8301528
1.9062855,1.9396622,1.4470148,2.499928
1.9646468,2.1417308,1.4842455,2.9359202
2.3057837,2.2215002,1.7330673,2.8629026
2.0317492,2.0706038,1.5939041,2.4935799
2.1845737,2.162224,1.6731137,2.7405496
2.2566762,2.0044215,1.4524343,2.4172955
2.1229327,2.1697018,1.7433208,2.6181743
1.9824471,2.107829,1.5535691,2.5441759
1.9873992,1.8528908,1.4834791,2.2436593
1.8256803,2.2397864,1.634397,2.6335633
1.7926356,2.0630379,1.53937,2.4257398
1.9734336,2.1844063,1.6284074,2.702736
3.322193,2.903054,2.3913324,3.4049191
2.300944,2.6386685,2.1757512,3.0232565
1.8489876,2.1855872,1.7367711,2.7823346
1.7149463,1.959881,1.306475,2.579182
1.8032299,1.6180625,1.0288175,1.962272
1.8598912,1.6539874,1.1399044,2.241433
1.9801726,2.572691,2.0389743,3.2215812
2.0203488,2.150504,1.5323046,2.6344848
2.0637703,2.2975323,1.7293274,2.7888458
1.9062855,1.9235753,1.3156246,2.5196805
1.9646468,1.9645894,1.4367176,2.4862025
2.1610112,2.0663786,1.6360927,2.572723
2.1927028,1.9917955,1.4370552,2.4879775
2.0235596,2.116273,1.5661947,2.6192293
1.9830735,2.0645952,1.5881176,2.4355035
1.960063,1.6270165,0.9528319,2.273624
2.3535407,2.6580477,2.1727288,3.2132597
2.0692613,2.430536,1.8491322,3.0548675
2.0127106,2.439575,1.9011712,2.9308798
2.0004518,2.200914,1.5743372,2.7366269
1.8033556,2.1660109,1.7426916,2.6506412
1.9381386,2.2206798,1.7485087,2.6798773
3.6174908,3.0217268,2.5235634,3.4127898
2.6284752,2.5588653,2.1138716,3.058248
1.8045694,2.1029582,1.682357,2.5175238
1.8908485,1.6444958,1.1590714,2.1019585
1.9535898,1.7506216,1.0918355,2.3324633
2.1064317,3.1711156,2.4760442,3.7753606
2.0920787,2.3951116,1.9548315,3.142506
2.0899346,2.2411115,1.81856,2.8807743
2.152935,2.233506,1.7573509,2.75346
2.1137764,2.1998525,1.6723945,2.9524798
2.0037298,2.0828493,1.5884712,2.6836226
2.115818,2.159377,1.7368106,2.6238656
2.4159274,2.1091423,1.7184393,2.5269082
2.2167475,2.0458822,1.6679286,2.4800758
2.2372203,2.0678113,1.5425946,2.5921817
2.3835573,2.2134068,1.6319808,2.6712768
2.1240528,2.253235,1.7894789,2.8340778
1.9556779,2.1027293,1.703374,2.46948
2.0201778,2.1946943,1.519821,2.8124886
2.077196,1.979274,1.4685658,2.4345953
1.6029694,1.8962919,1.396318,2.4461956
1.7051548,2.2242708,1.8397895,2.7186134
1.6081158,1.8338184,1.3268282,2.2597482
1.6358383,1.5125929,0.9104486,2.0854015
1.7173891,1.5171372,1.1022557,1.9348649
2.1464133,3.0497239,2.603026,3.4987597
2.0808594,2.539133,2.081422,3.2231667
2.0510216,2.2307372,1.7557862,2.8157847
2.0720778,2.297771,1.7578893,2.8686063
1.7374728,1.821997,1.3039156,2.3811736
1.8417889,1.9024209,1.2677542,2.362471
2.314966,2.275583,1.7539954,2.703628
2.2759683,1.99538,1.4162483,2.3995156
1.7852316,1.9462351,1.4998643,2.5074148
1.8654001,1.678602,1.1745486,2.2037091
2.299078,2.5189803,2.0676749,2.8530176
1.932857,2.163753,1.760035,2.582467
2.3758714,2.3247297,1.7802584,2.8677256
2.8510416,3.5667415,3.0926962,4.108136
2.910141,3.0863848,2.7064314,3.6795897
2.150442,2.569949,1.9782126,3.2098339
1.8128194,2.20674,1.7263445,2.9041934
1.7745743,1.7312175,1.2780138,2.333076
1.7954227,1.8739066,1.277248,2.5026689
2.4058733,3.0891778,2.4199152,3.7808983
2.2868385,2.6866086,2.0991063,3.3208468
2.168844,2.425195,1.762553,2.9950588
2.0602775,2.3911357,1.8908763,3.0231175
1.8680515,1.9767119,1.4060268,2.5410676
1.9090581,2.064953,1.6154935,2.5701528
2.1548762,2.3332129,1.9484404,2.7021356
2.4753475,2.0798633,1.4101057,2.637311
2.443185,2.1083238,1.5536331,2.6583254
2.4048274,2.090295,1.5432849,2.6300921
2.3376076,2.1189013,1.5180928,2.9674282
1.8082231,2.0452032,1.6591636,2.59135
1.8178039,1.8480536,1.2887268,2.4965324
1.942905,2.0607078,1.4157494,2.5601838
2.0352783,2.1173363,1.6579195,2.7158084
1.9723629,1.9656864,1.3854523,2.6123314
1.8981153,1.5992444,1.1218272,2.2794259
1.839012,1.7646662,1.2718894,2.1923041
2.1909184,2.335469,1.8956034,2.849305
2.072168,1.9794621,1.4143869,2.521987
1.9146749,1.8947076,1.4736246,2.3646574
2.335428,2.1434882,1.4791118,2.521114
2.2268329,2.2128282,1.587943,2.7961833
2.1166434,1.8815937,1.3579295,2.4465513
1.8841166,2.199791,1.675702,2.5376618
1.9228983,1.7481734,1.2071693,2.2458098
2.5009995,2.417319,2.0083733,2.8662105
1.8911369,2.169211,1.6498071,2.7446163
1.9588141,2.2183018,1.5848917,2.7215674
2.984697,3.400056,2.8438213,3.8106658
2.32651,2.8821018,2.2980323,3.5564747
2.1096416,2.123905,1.6855298,2.6170526
1.9485424,1.6681684,1.067156,2.3080473
1.8194618,1.8114502,1.3267056,2.477606
2.266602,2.9112303,2.4044466,3.4866984
2.091668,2.3537762,1.7283177,2.8648956
2.1508436,2.1726685,1.4511691,2.620221
2.139596,2.157627,1.5940593,2.6944878
1.972742,1.8454177,1.3642281,2.3112895
1.7753584,2.05229,1.3065428,2.6742377
1.8845344,2.1211982,1.6215832,2.7103696
2.1261528,1.860834,1.336011,2.3590024
2.253743,2.0371506,1.3674107,2.6210022
2.243826,2.0830832,1.6497374,2.5561686
1.7719877,1.855178,1.0840245,2.5172663
1.667953,2.0219657,1.5100126,2.5133939
1.5398251,1.708345,1.0578847,2.4878635
2.6297207,2.3252401,1.8349434,2.9583964
2.1641731,2.3612263,1.9358293,2.8992484
2.147626,2.3936734,1.74275,2.9430277
2.5875096,2.6772041,2.1364932,3.2465525
2.302183,2.719241,2.268158,3.2891512
2.5099435,2.16885,1.7834812,2.6271062
2.2841058,2.0635056,1.60524,2.589057
2.2788305,2.1319458,1.5177239,2.7838838
2.4270768,2.3037815,1.7061751,2.7564838
2.5642922,2.4409604,1.924091,2.910728
2.8173113,2.5766823,2.112611,3.0005138
2.2712264,2.5707464,1.8330289,3.1295748
2.3669286,2.3592362,1.8494562,2.7683523
3.0547318,2.7712362,2.2982526,3.212945
2.1327298,2.4718297,1.9992812,3.0196168
2.100977,2.3805308,1.8631066,3.014129
2.04776,3.012895,2.5643742,3.4069664
2.0724502,2.5193262,1.9196002,3.1012404
2.0577219,1.883088,1.2735481,2.4463475
1.9680381,2.0567327,1.4002738,2.463708
3.2965775,3.360763,2.6046484,3.7848775
2.3936079,2.9861412,2.3992395,3.5462892
2.2565622,2.5148427,2.1227686,3.0162091
2.2453666,2.5019443,1.9100899,3.0171869
1.9696628,2.0321407,1.5576597,2.6640418
1.9876609,2.0506568,1.5438037,2.6326807
2.7346199,2.3745854,1.8744425,2.8688023
2.3314004,2.2109625,1.5467429,2.7488253
2.0292633,2.261698,1.7015127,2.8926244
2.298115,2.200813,1.7239964,2.675948
1.8842621,1.9565578,1.5525256,2.3858726
1.9387637,1.8479328,1.2547529,2.3163843
2.4780288,3.2304928,2.8234124,3.7774458
4.4149203,4.488184,3.9952435,4.9277353
3.9100795,3.909377,3.2691128,4.413619
4.02874,3.8858433,3.4232817,4.4758463
3.9878983,3.3217227,2.6807268,3.897227
2.0340278,3.0646076,2.5644789,3.6648784
2.474942,3.1566513,2.6337752,3.7570622
3.0445657,3.2569451,2.6839795,3.771889
2.0492966,2.8576245,2.2805707,3.4896932
1.9830866,2.5394533,2.0976386,3.1717498
1.969413,2.6946888,2.3357413,3.263846
2.0697713,2.768243,2.245324,3.3260891
2.2557504,2.5856166,2.1071782,3.129133
3.2085643,3.390637,3.0039089,3.7541883
2.141988,2.819037,2.2831275,3.3381758
4.299284,4.8948073,4.509675,5.202944
4.110862,4.168016,3.6127408,4.768944
4.4858265,4.1795487,3.518945,4.710766
4.2872095,3.7295794,3.1918535,4.38073
2.125774,2.479351,1.9188036,3.1756506
4.5661364,4.1346703,3.6009197,4.6069884
4.3184776,4.3347034,3.7571282,4.8500896
3.3636029,3.7030072,3.185981,4.215353
2.8084104,3.4553506,2.9604774,4.0667925
3.260794,3.4676425,2.9452333,3.955362
3.852759,3.2403493,2.7079134,3.855395
3.32891,2.591014,2.093626,3.1026998
2.2261133,2.5311012,1.9818139,3.0803425
3.7507446,3.715924,3.1726174,4.2249846
2.5568466,3.2189827,2.8811677,3.6775484
2.5551414,2.9945245,2.4669442,3.4915574
2.5366259,2.9958613,2.4011192,3.4948096
2.4162862,3.0170152,2.4488263,3.5273938
2.4411514,2.9104106,2.4044952,3.4155664
2.2619786,2.6390297,2.1782904,3.2023227
2.3117952,2.2411933,1.7969042,2.751713
3.8166294,3.4608998,3.075631,3.8829021
2.4563706,3.032865,2.5015733,3.724828
2.1831222,2.9390094,2.4489233,3.3961706
4.4461174,4.6629257,4.087758,5.3138447
4.07484,4.0872765,3.458104,4.8109384
4.3466015,3.8211544,3.179166,4.5246997
3.6647348,3.3286796,2.7768247,3.942966
2.3841007,2.6577513,2.2919915,3.208137
2.0193446,2.6996508,2.1456628,3.3316474
3.717926,4.001884,3.5700421,4.4700246
2.8304431,3.5041819,3.0717108,3.9445217
2.6487916,2.9886792,2.435893,3.4875684
2.8549078,3.2940037,2.727302,3.8041382
3.596573,3.074589,2.5517519,3.5124831
3.4343054,2.6559207,2.2874613,2.9950004
2.107269,2.6733494,2.0466304,3.284283
2.0429437,2.7903392,2.277975,3.438722
2.3762999,2.633812,1.9494803,3.2059762
2.4762962,2.7823963,2.2011728,3.3193166
2.5555024,2.7818377,2.3083966,3.3928397
2.7314892,2.6738787,2.1882815,3.179775
2.7368267,2.521858,1.9719255,2.9281702
2.3281329,2.6285486,1.8920977,3.1548204
2.0979202,2.3340185,1.9484499,2.816256
3.4155912,3.3239117,2.7791765,3.9018366
1.9335878,2.7485368,2.2824705,3.2715132
1.9486804,2.817847,2.3628879,3.2723677
4.245276,4.4397764,3.9922621,4.908847
3.8315663,3.9170027,3.3561687,4.425435
4.186181,4.048671,3.4310803,4.5658846
4.3840837,3.7329664,3.045078,4.3481007
4.154961,3.135185,2.6736243,3.553962
1.9740261,2.3977368,1.7196668,2.9639132
1.6547902,2.421288,2.0056942,2.8901663
4.3305244,3.5242133,3.065843,3.9581435
3.2519906,3.642901,3.0697725,4.214201
1.8264225,3.0767982,2.6518698,3.5057807
1.9551067,2.7424786,2.1386461,3.2427924
2.615903,2.9577525,2.4582856,3.4163964
3.8978217,2.6462836,2.1138783,3.2974021
3.4409058,2.723251,2.4209132,3.2587767
2.5243697,2.4242647,1.8479681,2.9184732
1.7901424,2.1890976,1.7562038,2.7789018
2.3958592,2.908512,2.2956223,3.4585648
1.7252223,2.4758303,1.938308,3.065194
1.7665714,2.2029276,1.7871972,2.6544785
1.7957556,2.4669461,1.8754389,2.8585
1.9734596,2.3882372,1.8284566,2.8954065
1.7800115,2.3289425,1.7017268,2.8412712
2.3131938,2.1031861,1.4326476,2.7038567
