seed,support,postagg,centroid
13,0.3817057743265721,0.4309962763872103,0.5258369402296436
29,0.36434927990834887,0.42290733137734005,0.5092127353433734
47,0.38327962319744807,0.42074372538645566,0.4989145319689454
