block_width,t,method,rmse
9,94,Support-aware,0.18223030144968247
9,94,PostAgg,0.14926965121520774
9,94,Centroid,0.17604689384595393
9,95,Support-aware,0.15160155408213724
9,95,PostAgg,0.1614991757209389
9,95,Centroid,0.1572229147924708
9,96,Support-aware,0.22542924439004816
9,96,PostAgg,0.24283335456968366
9,96,Centroid,0.4328663962075411
9,97,Support-aware,0.24724167444034809
9,97,PostAgg,0.2362387839875439
9,97,Centroid,0.40260764853501035
9,98,Support-aware,0.2150708787283573
9,98,PostAgg,0.1919606809390327
9,98,Centroid,0.2878360303643054
9,99,Support-aware,0.23071992298484398
9,99,PostAgg,0.3006241422827959
9,99,Centroid,0.3855066164773622
9,100,Support-aware,0.573710545172831
9,100,PostAgg,0.5100569352066346
9,100,Centroid,0.6478608016634219
9,101,Support-aware,0.28925707604940104
9,101,PostAgg,0.3060393697655727
9,101,Centroid,0.4527630422950779
13,0,Support-aware,0.25982156285488406
13,0,PostAgg,0.32679497298663346
13,0,Centroid,0.40506247795714934
13,1,Support-aware,0.2110205225276641
13,1,PostAgg,0.13129891666183394
13,1,Centroid,0.16239436471477453
13,2,Support-aware,0.35557971220902435
13,2,PostAgg,0.4434492889073309
13,2,Centroid,0.5112883047318649
13,3,Support-aware,0.3186922881707218
13,3,PostAgg,0.4302274654464182
13,3,Centroid,0.5300365235486757
13,4,Support-aware,0.4373619366567899
13,4,PostAgg,0.4002166005711022
13,4,Centroid,0.498444663158443
13,5,Support-aware,0.34327243221793324
13,5,PostAgg,0.44112997361357437
13,5,Centroid,0.5153247393524701
13,6,Support-aware,0.23786660035814394
13,6,PostAgg,0.18085888657679397
13,6,Centroid,0.2249872167183981
13,7,Support-aware,0.2691934284636978
13,7,PostAgg,0.33991414322271774
13,7,Centroid,0.40267860864449756
13,8,Support-aware,0.2220575199856201
13,8,PostAgg,0.1793066461199171
13,8,Centroid,0.27987287334646327
13,9,Support-aware,0.2841773300743382
13,9,PostAgg,0.22071579109372308
13,9,Centroid,0.30763944390979514
13,10,Support-aware,0.26541291895325414
13,10,PostAgg,0.20313654019576255
13,10,Centroid,0.2639693478032427
13,11,Support-aware,0.2924636760331742
13,11,PostAgg,0.22250881627274338
13,11,Centroid,0.3027880955739921
13,12,Support-aware,0.2331897205009283
13,12,PostAgg,0.20395157571709335
13,12,Centroid,0.25725605580347893
13,15,Support-aware,0.31633080931040874
13,15,PostAgg,0.3578565645086171
13,15,Centroid,0.46331331720471153
13,16,Support-aware,0.46602993368799694
13,16,PostAgg,0.36997947118722
13,16,Centroid,0.3387905785477624
13,17,Support-aware,0.25816412726447235
13,17,PostAgg,0.40690291259727834
13,17,Centroid,0.4669694354921743
13,18,Support-aware,0.23793966379727738
13,18,PostAgg,0.1915641856488065
13,18,Centroid,0.2503325601098858
13,19,Support-aware,0.29170849149601696
13,19,PostAgg,0.21546564189874592
13,19,Centroid,0.2686243513424708
13,20,Support-aware,0.011680600000000041
13,20,PostAgg,0.17799173999999995
13,20,Centroid,0.2605493400000001
13,21,Support-aware,0.2789898300876621
13,21,PostAgg,0.24189592833584686
13,21,Centroid,0.30385119200339694
13,22,Support-aware,0.2553279446848118
13,22,PostAgg,0.21611611993355773
13,22,Centroid,0.3353035298862043
13,23,Support-aware,0.4127193803173607
13,23,PostAgg,0.34872693947440886
13,23,Centroid,0.41695031769934493
13,24,Support-aware,0.2838674208436354
13,24,PostAgg,0.28244453749227766
13,24,Centroid,0.3424868939899346
13,25,Support-aware,0.3711750818380266
13,25,PostAgg,0.4603573345055359
13,25,Centroid,0.553035330005356
13,26,Support-aware,0.1658252
13,26,PostAgg,0.08056909999999995
13,26,Centroid,0.18664429999999999
13,27,Support-aware,0.4536280157866871
13,27,PostAgg,0.6147836784911248
13,27,Centroid,0.698565604531617
13,28,Support-aware,0.2666282033204774
13,28,PostAgg,0.34442345136280217
13,28,Centroid,0.48223890323004537
13,29,Support-aware,0.331732321259775
13,29,PostAgg,0.30281330469524337
13,29,Centroid,0.39933983798725864
