t,date,target,pred,post,y0,y1,x0,x1,cx,cy
8,2014-06-16 18:50:00+00:00,1.9939032,1.5417627,1.5417627,52,73,52,73,0.034374997,0.509375
8,2014-06-16 18:50:00+00:00,2.033259,1.9830312,1.9830312,52,73,73,94,0.38385418,0.5503906
8,2014-06-16 18:50:00+00:00,1.828138,1.8121774,1.8121774,52,73,94,115,0.7421875,0.53125
9,2014-06-21 19:10:00+00:00,1.6231927,2.1487463,2.1487463,31,52,94,115,0.7132813,0.026953125
9,2014-06-21 19:10:00+00:00,2.3539834,2.252107,2.252107,52,73,31,52,-0.32161456,0.5171875
9,2014-06-21 19:10:00+00:00,2.341823,1.7263476,1.7263476,52,73,52,73,0.0390625,0.528125
9,2014-06-21 19:10:00+00:00,2.3210142,2.2727618,2.2727618,52,73,73,94,0.37343746,0.5566406
9,2014-06-21 19:10:00+00:00,1.785764,1.5696458,1.5696458,52,73,94,115,0.74427086,0.52421874
10,2014-06-28 19:15:00+00:00,1.7005572,2.0770843,2.0770843,31,52,94,115,0.73333335,0.025000002
10,2014-06-28 19:15:00+00:00,2.1527736,1.6667062,1.6667062,52,73,52,73,0.039843753,0.51835936
10,2014-06-28 19:15:00+00:00,1.8235505,1.6801326,1.6801326,52,73,94,115,0.7486979,0.5277344
11,2014-07-02 18:50:00+00:00,1.7466866,1.9556501,1.9556501,31,52,94,115,0.7239583,0.037109375
12,2014-07-04 18:35:00+00:00,1.9527805,1.3858678,1.3858678,10,31,94,115,0.73203135,-0.47617185
12,2014-07-04 18:35:00+00:00,2.2106771,2.5906982,2.5906982,31,52,31,52,-0.30703127,0.041796874
12,2014-07-04 18:35:00+00:00,2.0691254,2.025864,2.025864,31,52,52,73,0.019791666,0.02734375
12,2014-07-04 18:35:00+00:00,1.7499621,1.9636219,1.9636219,31,52,94,115,0.73333335,0.025000002
12,2014-07-04 18:35:00+00:00,2.3953006,2.1791635,2.1791635,52,73,31,52,-0.30859375,0.521875
12,2014-07-04 18:35:00+00:00,2.044593,2.111163,2.111163,52,73,94,115,0.7395833,0.5265625
15,2014-07-07 19:10:00+00:00,1.7316895,2.222473,2.222473,31,52,94,115,0.73046875,0.0515625
15,2014-07-07 19:10:00+00:00,2.3405108,2.1420116,2.1420116,52,73,94,115,0.7502605,0.5285156
16,2014-07-09 18:55:00+00:00,2.5484343,2.2080686,2.2080686,52,73,31,52,-0.3205729,0.5335938
16,2014-07-09 18:55:00+00:00,2.4378533,1.7794712,1.7794712,52,73,52,73,0.034375,0.5019531
17,2014-07-11 18:45:00+00:00,1.5729539,1.9905412,1.9905412,31,52,94,115,0.73619795,0.029687501
