t,date,target,pred,post,y0,y1,x0,x1,cx,cy
0,2014-05-24 18:45:00+00:00,2.5931726,2.4618387,2.4370902,19,32,84,97,0.5,-0.375
0,2014-05-24 18:45:00+00:00,3.1672716,3.0862792,3.2066743,32,45,32,45,-0.3645833,-0.03984375
0,2014-05-24 18:45:00+00:00,2.4746385,3.0397615,3.0278723,32,45,45,58,-0.15,-0.050000004
0,2014-05-24 18:45:00+00:00,2.5509362,2.4707568,2.7108254,32,45,71,84,0.28046876,-0.03984375
0,2014-05-24 18:45:00+00:00,2.1373417,2.423304,2.2708898,32,45,84,97,0.5,-0.050000004
0,2014-05-24 18:45:00+00:00,1.7445829,1.9286709,1.9308457,32,45,97,110,0.7166667,-0.050000004
0,2014-05-24 18:45:00+00:00,1.7499595,1.9258004,1.8924813,32,45,110,121,0.9166666,-0.050000004
0,2014-05-24 18:45:00+00:00,3.2643802,2.002047,2.2156024,45,58,6,19,-0.78776044,0.2671875
0,2014-05-24 18:45:00+00:00,2.4658046,2.6456978,2.8303866,45,58,19,32,-0.5833333,0.275
0,2014-05-24 18:45:00+00:00,2.358268,2.60774,2.520286,45,58,32,45,-0.37187502,0.27734375
0,2014-05-24 18:45:00+00:00,2.1362355,2.4832923,2.314091,45,58,45,58,-0.15,0.275
0,2014-05-24 18:45:00+00:00,2.232104,2.3252044,2.165585,45,58,58,71,0.07630208,0.27421877
0,2014-05-24 18:45:00+00:00,2.0569317,1.6180148,1.8115056,45,58,84,97,0.5101563,0.28671876
0,2014-05-24 18:45:00+00:00,1.8907422,1.4123123,1.5970631,45,58,97,110,0.7166667,0.275
0,2014-05-24 18:45:00+00:00,2.61508,2.4973128,2.5352724,58,71,19,32,-0.5697917,0.57421875
0,2014-05-24 18:45:00+00:00,2.4780805,2.4170341,2.3985727,58,71,32,45,-0.36666667,0.6
0,2014-05-24 18:45:00+00:00,2.3475149,2.362528,2.2593684,58,71,45,58,-0.15572916,0.5835937
0,2014-05-24 18:45:00+00:00,2.2883074,1.8404083,2.1156306,58,71,71,84,0.284375,0.5972656
1,2014-05-25 17:50:00+00:00,1.5077957,1.523701,1.5317545,19,32,84,97,0.5,-0.375
1,2014-05-25 17:50:00+00:00,1.3769561,1.4394889,1.5037701,19,32,97,110,0.7166667,-0.375
1,2014-05-25 17:50:00+00:00,1.3854364,1.4989061,1.4729228,19,32,110,121,0.9166666,-0.375
1,2014-05-25 17:50:00+00:00,1.6404147,1.8611623,1.8656869,32,45,32,45,-0.36302084,-0.03359375
