t,date,target,pred,post,y0,y1,x0,x1,cx,cy
0,2014-05-24 18:45:00+00:00,2.5931726,2.5028234,2.5028234,19,32,84,97,0.5,-0.375
0,2014-05-24 18:45:00+00:00,3.1672716,3.3528805,3.3528805,32,45,32,45,-0.3645833,-0.03984375
0,2014-05-24 18:45:00+00:00,2.4746385,2.8929124,2.8929124,32,45,45,58,-0.15,-0.050000004
0,2014-05-24 18:45:00+00:00,2.5509362,2.3837442,2.3837442,32,45,71,84,0.28046876,-0.03984375
0,2014-05-24 18:45:00+00:00,2.1373417,2.060337,2.060337,32,45,84,97,0.5,-0.050000004
0,2014-05-24 18:45:00+00:00,1.7445829,1.6574967,1.6574967,32,45,97,110,0.7166667,-0.050000004
0,2014-05-24 18:45:00+00:00,1.7499595,1.7666256,1.7666256,32,45,110,121,0.9166666,-0.050000004
0,2014-05-24 18:45:00+00:00,3.2643802,3.0857666,3.0857666,45,58,6,19,-0.78776044,0.2671875
0,2014-05-24 18:45:00+00:00,2.4658046,3.0584037,3.0584037,45,58,19,32,-0.5833333,0.275
0,2014-05-24 18:45:00+00:00,2.358268,2.498971,2.498971,45,58,32,45,-0.37187502,0.27734375
0,2014-05-24 18:45:00+00:00,2.1362355,2.3383043,2.3383043,45,58,45,58,-0.15,0.275
0,2014-05-24 18:45:00+00:00,2.232104,2.3795156,2.3795156,45,58,58,71,0.07630208,0.27421877
0,2014-05-24 18:45:00+00:00,2.0569317,2.102967,2.102967,45,58,84,97,0.5101563,0.28671876
0,2014-05-24 18:45:00+00:00,1.8907422,1.9216732,1.9216732,45,58,97,110,0.7166667,0.275
0,2014-05-24 18:45:00+00:00,2.61508,2.641548,2.641548,58,71,19,32,-0.5697917,0.57421875
0,2014-05-24 18:45:00+00:00,2.4780805,2.1414027,2.1414027,58,71,32,45,-0.36666667,0.6
0,2014-05-24 18:45:00+00:00,2.3475149,2.037949,2.037949,58,71,45,58,-0.15572916,0.5835937
0,2014-05-24 18:45:00+00:00,2.2883074,2.0324385,2.0324385,58,71,71,84,0.284375,0.5972656
1,2014-05-25 17:50:00+00:00,1.5077957,1.5082313,1.5082313,19,32,84,97,0.5,-0.375
1,2014-05-25 17:50:00+00:00,1.3769561,1.5221326,1.5221326,19,32,97,110,0.7166667,-0.375
1,2014-05-25 17:50:00+00:00,1.3854364,1.5802995,1.5802995,19,32,110,121,0.9166666,-0.375
1,2014-05-25 17:50:00+00:00,1.6404147,1.6840882,1.6840882,32,45,32,45,-0.36302084,-0.03359375
1,2014-05-25 17:50:00+00:00,1.5515301,1.5172579,1.5172579,32,45,45,58,-0.15,-0.050000004
1,2014-05-25 17:50:00+00:00,1.8802419,1.2736411,1.2736411,32,45,58,71,0.05729167,-0.05078125
1,2014-05-25 17:50:00+00:00,1.6888909,1.104287,1.104287,32,45,71,84,0.27916667,-0.04414063
1,2014-05-25 17:50:00+00:00,1.3750097,1.0369841,1.0369841,32,45,84,97,0.49114585,-0.051562503
1,2014-05-25 17:50:00+00:00,1.2938359,1.0209702,1.0209702,32,45,97,110,0.7166667,-0.050000004
1,2014-05-25 17:50:00+00:00,1.3703035,1.1306372,1.1306372,32,45,110,121,0.9166666,-0.050000004
