t,date,target,pred,post,y0,y1,x0,x1,cx,cy
0,2014-05-24 18:45:00+00:00,2.5931726,2.2889588,2.2889588,19,32,84,97,0.5,-0.375
0,2014-05-24 18:45:00+00:00,3.1672716,3.452201,3.452201,32,45,32,45,-0.3645833,-0.03984375
0,2014-05-24 18:45:00+00:00,2.4746385,3.062066,3.062066,32,45,45,58,-0.15,-0.050000004
0,2014-05-24 18:45:00+00:00,2.5509362,2.6508217,2.6508217,32,45,71,84,0.28046876,-0.03984375
0,2014-05-24 18:45:00+00:00,2.1373417,2.3527086,2.3527086,32,45,84,97,0.5,-0.050000004
0,2014-05-24 18:45:00+00:00,1.7445829,1.9470668,1.9470668,32,45,97,110,0.7166667,-0.050000004
0,2014-05-24 18:45:00+00:00,1.7499595,1.9028766,1.9028766,32,45,110,121,0.9166666,-0.050000004
0,2014-05-24 18:45:00+00:00,3.2643802,2.6737,2.6737,45,58,6,19,-0.78776044,0.2671875
0,2014-05-24 18:45:00+00:00,2.4658046,3.1407082,3.1407082,45,58,19,32,-0.5833333,0.275
0,2014-05-24 18:45:00+00:00,2.358268,2.584628,2.584628,45,58,32,45,-0.37187502,0.27734375
0,2014-05-24 18:45:00+00:00,2.1362355,2.3027742,2.3027742,45,58,45,58,-0.15,0.275
0,2014-05-24 18:45:00+00:00,2.232104,2.3307085,2.3307085,45,58,58,71,0.07630208,0.27421877
0,2014-05-24 18:45:00+00:00,2.0569317,2.1273692,2.1273692,45,58,84,97,0.5101563,0.28671876
0,2014-05-24 18:45:00+00:00,1.8907422,1.9410949,1.9410949,45,58,97,110,0.7166667,0.275
0,2014-05-24 18:45:00+00:00,2.61508,2.682823,2.682823,58,71,19,32,-0.5697917,0.57421875
0,2014-05-24 18:45:00+00:00,2.4780805,2.2260718,2.2260718,58,71,32,45,-0.36666667,0.6
0,2014-05-24 18:45:00+00:00,2.3475149,1.9938085,1.9938085,58,71,45,58,-0.15572916,0.5835937
0,2014-05-24 18:45:00+00:00,2.2883074,2.0688279,2.0688279,58,71,71,84,0.284375,0.5972656
1,2014-05-25 17:50:00+00:00,1.5077957,1.4440849,1.4440849,19,32,84,97,0.5,-0.375
1,2014-05-25 17:50:00+00:00,1.3769561,1.385975,1.385975,19,32,97,110,0.7166667,-0.375
1,2014-05-25 17:50:00+00:00,1.3854364,1.3797468,1.3797468,19,32,110,121,0.9166666,-0.375
1,2014-05-25 17:50:00+00:00,1.6404147,2.0079887,2.0079887,32,45,32,45,-0.36302084,-0.03359375
1,2014-05-25 17:50:00+00:00,1.5515301,1.8432791,1.8432791,32,45,45,58,-0.15,-0.050000004
1,2014-05-25 17:50:00+00:00,1.8802419,1.7109771,1.7109771,32,45,58,71,0.05729167,-0.05078125
1,2014-05-25 17:50:00+00:00,1.6888909,1.5658542,1.5658542,32,45,71,84,0.27916667,-0.04414063
1,2014-05-25 17:50:00+00:00,1.3750097,1.375834,1.375834,32,45,84,97,0.49114585,-0.051562503
1,2014-05-25 17:50:00+00:00,1.2938359,1.2892863,1.2892863,32,45,97,110,0.7166667,-0.050000004
1,2014-05-25 17:50:00+00:00,1.3703035,1.2928491,1.2928491,32,45,110,121,0.9166666,-0.050000004
1,2014-05-25 17:50:00+00:00,1.5883125,2.0050054,2.0050054,45,58,19,32,-0.5833333,0.275
1,2014-05-25 17:50:00+00:00,1.4883579,1.6024826,1.6024826,45,58,32,45,-0.36666667,0.275
1,2014-05-25 17:50:00+00:00,1.3874615,1.5541188,1.5541188,45,58,45,58,-0.15,0.275
1,2014-05-25 17:50:00+00:00,1.4943277,1.5200269,1.5200269,45,58,58,71,0.06666666,0.275
1,2014-05-25 17:50:00+00:00,1.5589353,1.4427569,1.4427569,45,58,84,97,0.509375,0.278125
1,2014-05-25 17:50:00+00:00,1.3507843,1.4219581,1.4219581,45,58,97,110,0.7166667,0.275
1,2014-05-25 17:50:00+00:00,1.3562243,1.4353243,1.4353243,45,58,110,121,0.9166666,0.275
1,2014-05-25 17:50:00+00:00,1.6551791,1.4573082,1.4573082,58,71,32,45,-0.36666667,0.6
1,2014-05-25 17:50:00+00:00,1.5784546,1.3976507,1.3976507,58,71,45,58,-0.15598959,0.58320314
1,2014-05-25 17:50:00+00:00,1.5892786,1.3862922,1.3862922,58,71,58,71,0.07057291,0.584375
1,2014-05-25 17:50:00+00:00,1.5763836,1.4368213,1.4368213,58,71,71,84,0.28619793,0.5929687
1,2014-05-25 17:50:00+00:00,1.6171257,1.4472364,1.4472364,58,71,84,97,0.48854166,0.5800781
1,2014-05-25 17:50:00+00:00,1.4269342,1.3813684,1.3813684,58,71,97,110,0.73046875,0.58906245
1,2014-05-25 17:50:00+00:00,1.3542476,1.4466047,1.4466047,58,71,110,121,0.9166666,0.6
1,2014-05-25 17:50:00+00:00,1.253662,1.3647013,1.3647013,71,81,110,121,0.9166666,0.8875
2,2014-05-30 18:05:00+00:00,1.8474857,1.750318,1.750318,19,32,84,97,0.5,-0.375
2,2014-05-30 18:05:00+00:00,1.8603139,1.6040424,1.6040424,19,32,97,110,0.7166667,-0.375
2,2014-05-30 18:05:00+00:00,1.9036222,1.5939326,1.5939326,19,32,110,121,0.9166666,-0.375
2,2014-05-30 18:05:00+00:00,1.9795693,2.3785698,2.3785698,32,45,32,45,-0.35989583,-0.035937503
2,2014-05-30 18:05:00+00:00,1.8313289,2.1854212,2.1854212,32,45,45,58,-0.15,-0.050000004
2,2014-05-30 18:05:00+00:00,2.1226,2.0259953,2.0259953,32,45,58,71,0.055729166,-0.051171873
2,2014-05-30 18:05:00+00:00,1.9358379,1.905704,1.905704,32,45,71,84,0.27526042,-0.043750003
2,2014-05-30 18:05:00+00:00,1.6488578,1.724211,1.724211,32,45,84,97,0.5,-0.050000004
2,2014-05-30 18:05:00+00:00,1.5283374,1.5236642,1.5236642,32,45,97,110,0.7166667,-0.050000004
2,2014-05-30 18:05:00+00:00,1.5838499,1.5192456,1.5192456,32,45,110,121,0.9166666,-0.050000004
2,2014-05-30 18:05:00+00:00,3.6746523,1.9593201,1.9593201,45,58,6,19,-0.7856771,0.26210937
2,2014-05-30 18:05:00+00:00,2.0096924,2.3157866,2.3157866,45,58,19,32,-0.5833333,0.275
2,2014-05-30 18:05:00+00:00,1.6563807,1.8157971,1.8157971,45,58,32,45,-0.36666667,0.275
2,2014-05-30 18:05:00+00:00,1.4894643,1.7108963,1.7108963,45,58,45,58,-0.15,0.275
2,2014-05-30 18:05:00+00:00,1.6308112,1.7081405,1.7081405,45,58,58,71,0.06666666,0.275
2,2014-05-30 18:05:00+00:00,1.7038473,1.6974378,1.6974378,45,58,71,84,0.2671875,0.2925781
2,2014-05-30 18:05:00+00:00,1.8086975,1.6122909,1.6122909,45,58,84,97,0.5132812,0.28671876
2,2014-05-30 18:05:00+00:00,1.5117108,1.594316,1.594316,45,58,97,110,0.7166667,0.275
2,2014-05-30 18:05:00+00:00,1.4135512,1.6157876,1.6157876,45,58,110,121,0.9166666,0.275
2,2014-05-30 18:05:00+00:00,1.7718899,1.6110622,1.6110622,58,71,32,45,-0.36666667,0.6
2,2014-05-30 18:05:00+00:00,1.6900753,1.5496409,1.5496409,58,71,45,58,-0.15416667,0.5890625
2,2014-05-30 18:05:00+00:00,1.6744857,1.5182894,1.5182894,58,71,58,71,0.069270834,0.5824219
2,2014-05-30 18:05:00+00:00,1.7051746,1.6043305,1.6043305,58,71,71,84,0.2833333,0.6
2,2014-05-30 18:05:00+00:00,1.6631075,1.6481766,1.6481766,58,71,84,97,0.4924479,0.5867188
2,2014-05-30 18:05:00+00:00,1.4909339,1.516615,1.516615,58,71,97,110,0.7348958,0.5878906
2,2014-05-30 18:05:00+00:00,1.3455092,1.5963296,1.5963296,58,71,110,121,0.9166666,0.6
2,2014-05-30 18:05:00+00:00,1.3404161,1.5541034,1.5541034,71,81,110,121,0.9166666,0.8875
3,2014-05-31 18:50:00+00:00,2.2378886,2.2057245,2.2057245,19,32,84,97,0.5,-0.375
3,2014-05-31 18:50:00+00:00,2.3088512,1.9730136,1.9730136,19,32,97,110,0.7166667,-0.375
3,2014-05-31 18:50:00+00:00,2.2089725,1.9517517,1.9517517,19,32,110,121,0.9166666,-0.375
3,2014-05-31 18:50:00+00:00,2.4765897,3.038929,3.038929,32,45,32,45,-0.36041668,-0.036718752
3,2014-05-31 18:50:00+00:00,2.3765302,2.714635,2.714635,32,45,45,58,-0.15,-0.050000004
3,2014-05-31 18:50:00+00:00,2.3630807,2.4518826,2.4518826,32,45,71,84,0.28177083,-0.043750003
3,2014-05-31 18:50:00+00:00,2.0138338,2.2492254,2.2492254,32,45,84,97,0.5,-0.050000004
3,2014-05-31 18:50:00+00:00,1.8190742,1.9458127,1.9458127,32,45,97,110,0.7166667,-0.050000004
3,2014-05-31 18:50:00+00:00,1.7955627,1.9249673,1.9249673,32,45,110,121,0.9166666,-0.050000004
3,2014-05-31 18:50:00+00:00,3.9862552,2.4287345,2.4287345,45,58,6,19,-0.78307295,0.26171875
3,2014-05-31 18:50:00+00:00,2.5977259,2.806014,2.806014,45,58,19,32,-0.5833333,0.275
3,2014-05-31 18:50:00+00:00,2.0529826,2.2032013,2.2032013,45,58,32,45,-0.36666667,0.275
3,2014-05-31 18:50:00+00:00,1.8358514,2.0407164,2.0407164,45,58,45,58,-0.15,0.275
3,2014-05-31 18:50:00+00:00,2.0338664,2.0832412,2.0832412,45,58,58,71,0.06666666,0.275
3,2014-05-31 18:50:00+00:00,2.228806,2.0781531,2.0781531,45,58,71,84,0.26901042,0.28945312
3,2014-05-31 18:50:00+00:00,2.4504616,2.040295,2.040295,45,58,84,97,0.5158854,0.28671876
3,2014-05-31 18:50:00+00:00,1.8344002,1.936301,1.936301,45,58,97,110,0.7166667,0.275
3,2014-05-31 18:50:00+00:00,1.6842126,1.9603357,1.9603357,45,58,110,121,0.9166666,0.275
3,2014-05-31 18:50:00+00:00,2.5715935,2.3404558,2.3404558,58,71,19,32,-0.5679687,0.56640625
3,2014-05-31 18:50:00+00:00,2.1779854,1.9277579,1.9277579,58,71,32,45,-0.36666667,0.6
3,2014-05-31 18:50:00+00:00,2.048231,1.8123268,1.8123268,58,71,45,58,-0.15546876,0.590625
3,2014-05-31 18:50:00+00:00,2.0400121,1.791034,1.791034,58,71,58,71,0.07239584,0.578125
3,2014-05-31 18:50:00+00:00,2.1191463,1.9482272,1.9482272,58,71,71,84,0.2833333,0.6
3,2014-05-31 18:50:00+00:00,2.009936,1.9712191,1.9712191,58,71,84,97,0.49583334,0.5910156
3,2014-05-31 18:50:00+00:00,1.8209743,1.8252995,1.8252995,58,71,97,110,0.72968745,0.59023434
3,2014-05-31 18:50:00+00:00,1.6887293,1.9058679,1.9058679,58,71,110,121,0.9166666,0.6
3,2014-05-31 18:50:00+00:00,1.7074684,1.9264641,1.9264641,71,81,110,121,0.9166666,0.8875
4,2014-06-03 19:20:00+00:00,2.489339,2.5798712,2.5798712,19,32,84,97,0.49791667,-0.37226564
4,2014-06-03 19:20:00+00:00,1.9357593,2.1089942,2.1089942,19,32,97,110,0.71875,-0.3722656
4,2014-06-03 19:20:00+00:00,1.8775581,2.0691772,2.0691772,19,32,110,121,0.9166666,-0.375
4,2014-06-03 19:20:00+00:00,3.8052104,4.0323462,4.0323462,32,45,32,45,-0.36562502,-0.04140625
4,2014-06-03 19:20:00+00:00,3.278504,3.5730224,3.5730224,32,45,45,58,-0.15,-0.050000004
4,2014-06-03 19:20:00+00:00,2.8729746,3.077119,3.077119,32,45,71,84,0.27291667,-0.047656253
4,2014-06-03 19:20:00+00:00,2.5109053,2.6599145,2.6599145,32,45,84,97,0.5057292,-0.05234375
4,2014-06-03 19:20:00+00:00,1.9287193,2.1446698,2.1446698,32,45,97,110,0.7166667,-0.050000004
4,2014-06-03 19:20:00+00:00,1.7837917,2.096193,2.096193,32,45,110,121,0.9166666,-0.050000004
4,2014-06-03 19:20:00+00:00,4.2162,3.7044938,3.7044938,45,58,19,32,-0.5833333,0.275
4,2014-06-03 19:20:00+00:00,2.5961773,3.0782964,3.0782964,45,58,32,45,-0.36666667,0.275
4,2014-06-03 19:20:00+00:00,2.3211281,2.7747104,2.7747104,45,58,45,58,-0.15,0.275
4,2014-06-03 19:20:00+00:00,2.2211182,2.7743897,2.7743897,45,58,58,71,0.06302083,0.27890626
4,2014-06-03 19:20:00+00:00,2.5391657,2.5158799,2.5158799,45,58,84,97,0.5153646,0.2878906
4,2014-06-03 19:20:00+00:00,2.1396542,2.1648808,2.1648808,45,58,97,110,0.7166667,0.275
4,2014-06-03 19:20:00+00:00,1.9310008,2.1635437,2.1635437,45,58,110,121,0.9166666,0.275
4,2014-06-03 19:20:00+00:00,3.887687,2.674571,2.674571,58,71,32,45,-0.36249998,0.59765625
4,2014-06-03 19:20:00+00:00,2.9955494,2.4058907,2.4058907,58,71,45,58,-0.15338542,0.58554685
4,2014-06-03 19:20:00+00:00,2.3397737,2.3964043,2.3964043,58,71,58,71,0.06979167,0.57851565
4,2014-06-03 19:20:00+00:00,2.249989,2.424335,2.424335,58,71,71,84,0.28255206,0.590625
4,2014-06-03 19:20:00+00:00,2.255054,2.3881867,2.3881867,58,71,84,97,0.49114585,0.5835937
4,2014-06-03 19:20:00+00:00,2.2554412,2.066341,2.066341,58,71,97,110,0.734375,0.5894531
4,2014-06-03 19:20:00+00:00,1.8497621,2.116537,2.116537,58,71,110,121,0.9166666,0.6
4,2014-06-03 19:20:00+00:00,1.9629823,2.0840619,2.0840619,71,81,110,121,0.9195313,0.8851563
5,2014-06-05 19:10:00+00:00,2.2928843,2.347802,2.347802,19,32,84,97,0.49609375,-0.37265623
5,2014-06-05 19:10:00+00:00,1.9913427,1.9418756,1.9418756,19,32,97,110,0.7166667,-0.375
5,2014-06-05 19:10:00+00:00,1.9343584,1.9117764,1.9117764,19,32,110,121,0.9166666,-0.375
5,2014-06-05 19:10:00+00:00,2.7656388,3.6784306,3.6784306,32,45,32,45,-0.36770833,-0.034765624
5,2014-06-05 19:10:00+00:00,2.5020275,3.2047987,3.2047987,32,45,45,58,-0.15,-0.050000004
5,2014-06-05 19:10:00+00:00,2.3255754,2.7777529,2.7777529,32,45,71,84,0.278125,-0.04257813
5,2014-06-05 19:10:00+00:00,2.2222428,2.4554467,2.4554467,32,45,84,97,0.49635416,-0.051953126
