N,prep_mean,prep_sd,train_mean,train_sd
10000,0.07143060366312658,0.03140709681752906,0.23112368583679196,0.03842034310051162
50000,0.3283512592315673,0.08055509838583443,1.0422073205312092,0.19001621427242427
100000,0.9177330334981283,0.45099374435564155,2.5699808597564697,0.9816765191120461
200000,1.2839094003041585,0.08933053404057548,4.554460287094116,0.22924475407893594
