rep,sa_sigma,centroid_sigma,sa_fit_seconds,centroid_fit_seconds,elapsed_seconds
0,0.0827985927462577,0.0864876881241798,3.282423973083496,2.54055118560791,7.209961175918579
1,0.0830885395407676,0.0870359390974044,9.13600206375122,2.42529296875,13.410800695419312
2,0.0814522877335548,0.0853262245655059,3.1601665019989014,2.5049831867218018,7.095252513885498
3,0.0828796476125717,0.0874767675995826,3.264254093170166,2.9899778366088867,7.582632064819336
4,0.0823415741324424,0.0863949656486511,3.041353464126587,5.51004958152771,9.898033380508425
